Doc_Num,Perm_Type,Recv_Date,Prop_Depth,Latitude,Longitude,UTM_X,UTM_Y
400478446,DR,10/16/2013,7800,40.176380,-105.051540,495612,4447335
400646693,DR,10/1/2015,11904,40.581750,-104.772500,519254,4492354
400646694,DR,10/1/2015,11874,40.581580,-104.772500,519254,4492335
400646695,DR,10/1/2015,12084,40.581660,-104.772500,519254,4492344
400646696,DR,8/4/2015,11909,40.559840,-104.787980,517949,4489919
400646697,DR,8/4/2015,12330,40.559840,-104.788550,517901,4489918
400646704,DR,8/4/2015,12507,40.559840,-104.788660,517892,4489918
400651401,DR,1/12/2015,17590,40.071988,-105.038820,496690,4435748
400651403,DR,1/12/2015,17776,40.071988,-105.038784,496693,4435748
400651407,DR,1/12/2015,17490,40.071987,-105.038748,496696,4435748
400651415,DR,1/12/2015,17701,40.071987,-105.038713,496699,4435748
400651417,DR,1/12/2015,17440,40.071987,-105.038677,496702,4435748
400651420,DR,1/12/2015,17664,40.071987,-105.038641,496705,4435748
400651422,DR,1/12/2015,17411,40.071987,-105.038605,496708,4435748
400651423,DR,1/12/2015,17653,40.071987,-105.038570,496711,4435748
400651427,DR,1/12/2015,17421,40.071987,-105.038534,496714,4435748
400653017,DR,9/26/2014,12178,40.458722,-104.946128,504568,4478674
400653258,DR,10/3/2014,13711,40.459050,-104.946236,504558,4478711
400653389,DR,10/2/2014,15131,40.459050,-104.946289,504554,4478711
400653448,DR,10/2/2014,15132,40.459050,-104.946342,504549,4478711
400653548,DR,10/2/2014,13849,40.459050,-104.946019,504577,4478711
400653640,DR,9/26/2014,12003,40.458722,-104.946075,504572,4478674
400653685,DR,9/26/2014,11842,40.458719,-104.945914,504586,4478674
400690102,DR,9/26/2014,11707,40.458719,-104.945644,504609,4478674
400690515,DR,9/26/2014,12037,40.458719,-104.946019,504577,4478674
400691250,DR,10/27/2014,12334,40.458722,-104.946289,504554,4478674
400691394,DR,10/24/2014,17977,40.459378,-104.945750,504600,4478747
400691401,DR,10/24/2014,17971,40.459381,-104.945803,504595,4478747
400691406,DR,10/24/2014,17738,40.459381,-104.945911,504586,4478747
400691595,DR,10/24/2014,17707,40.459381,-104.945964,504581,4478747
400691857,DR,10/24/2014,17516,40.459381,-104.946125,504568,4478747
400691891,DR,10/24/2014,17559,40.459381,-104.946181,504563,4478747
400691916,DR,10/24/2014,17354,40.459381,-104.946289,504554,4478747
400691929,DR,10/24/2014,17402,40.459381,-104.946342,504549,4478747
400795546,DR,7/12/2015,2804,37.214430,-107.538680,274734,4121680
400796355,DR,2/25/2015,14504,40.319425,-104.906885,507911,4463215
400796446,DR,2/25/2015,13996,40.319392,-104.906886,507911,4463212
400796472,DR,2/25/2015,14205,40.319228,-104.906891,507911,4463194
400796487,DR,2/25/2015,13704,40.319195,-104.906892,507911,4463190
400796547,DR,2/25/2015,13781,40.319261,-104.906890,507911,4463197
400796562,DR,2/25/2015,14388,40.319359,-104.906887,507911,4463208
400796576,DR,2/25/2015,13891,40.319326,-104.906888,507911,4463204
400796625,DR,2/25/2015,14632,40.319491,-104.906883,507911,4463223
400796646,DR,2/25/2015,14121,40.319458,-104.906884,507911,4463219
400819354,DR,11/13/2015,8551,39.479161,-107.559759,279835,4373080
400819406,DR,11/13/2015,8531,39.479183,-107.559723,279838,4373082
400819429,DR,11/13/2015,8562,39.479188,-107.559751,279835,4373083
400819465,DR,11/13/2015,8525,39.479156,-107.559731,279837,4373079
400819513,DR,11/13/2015,8664,39.479166,-107.559786,279832,4373080
400819534,DR,11/13/2015,8739,39.479192,-107.559779,279833,4373083
400819692,DR,11/13/2015,8885,39.479170,-107.559814,279830,4373081
400819735,DR,11/13/2015,9010,39.479197,-107.559806,279831,4373084
400819786,DR,11/13/2015,8376,39.479185,-107.559897,279823,4373083
400819807,DR,11/13/2015,8367,39.479190,-107.559925,279820,4373083
400819823,DR,11/13/2015,8387,39.479217,-107.559917,279821,4373086
400819836,DR,11/13/2015,8420,39.479212,-107.559889,279824,4373086
400819846,DR,11/13/2015,8520,39.479180,-107.559869,279825,4373082
400819868,DR,11/13/2015,8625,39.479207,-107.559862,279826,4373085
400819893,DR,11/13/2015,8770,39.479175,-107.559842,279827,4373082
400819912,DR,11/13/2015,8896,39.479202,-107.559834,279828,4373085
400821027,DR,12/13/2015,11147,40.391000,-104.421450,549102,4471317
400821028,DR,12/13/2015,11151,40.391040,-104.421400,549106,4471321
400821030,DR,12/13/2015,11087,40.391090,-104.421360,549110,4471327
400821031,DR,12/13/2015,11353,40.391130,-104.421320,549113,4471331
400821032,DR,12/13/2015,11303,40.390950,-104.421490,549099,4471311
400831673,DR,10/30/2015,15967,39.281140,-108.273030,217677,4353084
400839291,DR,1/4/2016,17580,40.003150,-104.868583,511217,4428115
400839754,DR,1/4/2016,17613,40.003233,-104.868586,511217,4428124
400847594,DR,1/5/2016,16296,40.541937,-104.187091,568838,4488227
400847651,DR,1/5/2016,16380,40.542061,-104.187092,568838,4488241
400847820,DR,1/5/2016,16419,40.542019,-104.187092,568838,4488236
400847829,DR,1/5/2016,16279,40.542102,-104.187093,568838,4488245
400847839,DR,1/5/2016,16180,40.541978,-104.187091,568838,4488232
400847854,DR,1/5/2016,16381,40.542184,-104.187094,568838,4488255
400847980,DR,1/5/2016,16289,40.542225,-104.187094,568838,4488259
400847994,DR,1/5/2016,16181,40.542143,-104.187093,568838,4488250
400848007,DR,6/9/2015,16215,40.542266,-104.187095,568838,4488264
400848219,DR,1/5/2016,16439,40.542349,-104.187095,568838,4488273
400848238,DR,1/5/2016,16474,40.542308,-104.187095,568838,4488268
400848289,DR,1/5/2016,16372,40.542390,-104.187096,568837,4488277
400848340,DR,1/5/2016,16304,40.542431,-104.187096,568837,4488282
400851480,DR,10/27/2015,11001,40.731130,-103.972040,586804,4509419
400852062,DR,1/13/2016,12293,40.501036,-104.873779,510695,4483377
400852413,DR,1/13/2016,12318,40.500995,-104.873779,510695,4483373
400856036,DR,1/13/2016,12683,40.500542,-104.873780,510695,4483323
400856063,DR,1/13/2016,12853,40.500501,-104.873780,510695,4483318
400856143,DR,1/13/2016,13035,40.500459,-104.873780,510695,4483313
400856539,DR,1/13/2016,12855,40.500418,-104.873780,510695,4483309
400856626,DR,1/13/2016,13027,40.500377,-104.873780,510695,4483304
400856652,DR,1/13/2016,13174,40.500336,-104.873781,510695,4483300
400856681,DR,1/13/2016,13012,40.500295,-104.873781,510695,4483295
400857033,DR,12/8/2015,19230,40.438380,-104.723280,523469,4476452
400857038,DR,12/8/2015,19456,40.438420,-104.723260,523471,4476456
400857076,RE,7/1/2015,5040,40.769610,-103.212630,650846,4514719
400857710,DR,1/19/2016,15202,39.638964,-104.592283,534985,4387766
400864908,DR,12/8/2015,20504,40.438370,-104.722740,523515,4476451
400864910,DR,12/8/2015,20553,40.438370,-104.722630,523524,4476451
400864912,DR,12/8/2015,20664,40.438370,-104.722510,523534,4476451
400865188,DR,12/8/2015,19174,40.438370,-104.723200,523476,4476451
400865193,DR,12/8/2015,18930,40.438370,-104.723090,523485,4476451
400865206,DR,12/8/2015,18752,40.438370,-104.722970,523495,4476451
400865213,DR,12/8/2015,18535,40.438370,-104.722940,523498,4476451
400865221,DR,12/8/2015,18493,40.438370,-104.722880,523503,4476451
400865238,DR,12/8/2015,20328,40.438370,-104.722830,523507,4476451
400865243,DR,12/8/2015,20528,40.438370,-104.722860,523505,4476451
400866256,DR,7/12/2015,7301,37.214430,-107.538680,274734,4121680
400866318,DR,7/12/2015,7286,37.214430,-107.538680,274734,4121680
400866428,DR,7/29/2015,17934,39.702397,-104.674822,527877,4394778
400875023,DR,11/2/2015,15710,40.408077,-104.142207,572784,4473405
400875215,DR,9/28/2015,15814,40.408078,-104.142261,572779,4473405
400875243,DR,11/2/2015,15966,40.408075,-104.142153,572788,4473404
400875373,DR,11/5/2015,12753,40.089356,-105.025285,497844,4437675
400875465,DR,11/5/2015,13023,40.089356,-105.025250,497847,4437675
400875472,DR,11/5/2015,12710,40.089356,-105.025214,497851,4437675
400875515,DR,11/5/2015,12907,40.089356,-105.025178,497854,4437675
400875539,DR,11/5/2015,12637,40.089355,-105.025143,497857,4437675
400875547,DR,11/5/2015,12997,40.089355,-105.025107,497860,4437675
400875692,DR,11/5/2015,12716,40.089355,-105.025071,497863,4437675
400875777,DR,8/6/2015,11831,40.073839,-104.605981,533597,4436027
400875901,DR,11/5/2015,13018,40.089355,-105.025035,497866,4437675
400875908,DR,11/5/2015,13014,40.089355,-105.025000,497869,4437675
400875937,DR,11/5/2015,12953,40.089355,-105.024964,497872,4437675
400875970,DR,11/5/2015,13269,40.089355,-105.024928,497875,4437675
400876093,DR,8/5/2015,12002,40.073839,-104.605872,533606,4436027
400876470,DR,8/6/2015,11677,40.073839,-104.605764,533616,4436027
400876634,DR,10/27/2015,15044,40.510282,-106.384304,382719,4485316
400876697,DR,11/5/2015,11767,40.089355,-105.024892,497878,4437675
400876698,DR,11/5/2015,11758,40.089355,-105.024857,497881,4437675
400876699,DR,11/5/2015,12021,40.089354,-105.024821,497884,4437675
400876700,DR,11/5/2015,11760,40.089354,-105.024785,497887,4437675
400876701,DR,11/5/2015,11828,40.089354,-105.024749,497890,4437675
400877150,DR,11/2/2015,15874,40.408074,-104.142099,572793,4473404
400877164,DR,8/6/2015,11742,40.073839,-104.605550,533634,4436027
400877173,DR,11/2/2015,15696,40.408072,-104.141991,572802,4473404
400877194,DR,11/2/2015,15725,40.408068,-104.141830,572816,4473404
400882806,DR,8/12/2015,10882,40.369940,-104.427030,548644,4468976
400883991,DR,1/8/2016,12729,40.073796,-104.789402,517957,4435969
400884148,DR,1/8/2016,13135,40.073797,-104.789080,517985,4435969
400887581,DR,12/10/2015,10686,40.742710,-103.918440,591314,4510759
400887584,DR,12/10/2015,10555,40.742710,-103.918580,591303,4510758
400887585,DR,12/10/2015,10620,40.742710,-103.918720,591291,4510758
400887586,DR,12/10/2015,10267,40.741260,-103.923310,590905,4510593
400887587,DR,12/10/2015,10346,40.741260,-103.923440,590894,4510592
400887589,DR,12/10/2015,10352,40.741270,-103.928850,590437,4510588
400887590,DR,12/10/2015,10246,40.741270,-103.928990,590426,4510588
400887591,DR,12/10/2015,10335,40.741270,-103.929120,590415,4510588
400887593,DR,12/10/2015,10397,40.731690,-103.932890,590109,4509520
400887594,DR,12/10/2015,10444,40.731690,-103.933030,590097,4509520
400887595,DR,12/10/2015,10395,40.731690,-103.933160,590087,4509520
400887888,DR,1/8/2016,13015,40.073797,-104.789188,517975,4435969
400887980,DR,10/30/2015,6893,40.365310,-104.496950,542711,4468426
400887981,DR,10/30/2015,7455,40.365270,-104.496980,542708,4468421
400887982,DR,10/30/2015,7019,40.365230,-104.497000,542706,4468417
400887983,DR,10/30/2015,6924,40.365190,-104.497020,542705,4468412
400887984,DR,10/30/2015,7180,40.365150,-104.497040,542703,4468408
400887985,DR,10/30/2015,7159,40.365110,-104.497070,542701,4468404
400887986,DR,10/30/2015,7258,40.365070,-104.497090,542699,4468399
400887989,DR,10/30/2015,6924,40.358240,-104.504820,542047,4467637
400887990,DR,10/30/2015,6881,40.358220,-104.504870,542043,4467635
400887991,DR,10/30/2015,6953,40.358210,-104.504920,542038,4467634
400887992,DR,10/30/2015,7195,40.358190,-104.504980,542033,4467632
400887993,DR,10/30/2015,6927,40.358180,-104.505030,542029,4467630
400887994,DR,10/30/2015,6960,40.358160,-104.505090,542024,4467628
400888668,DR,9/11/2015,18319,40.970094,-104.701570,525110,4535480
400888674,DR,9/11/2015,18374,40.970089,-104.701353,525128,4535480
400888682,DR,9/11/2015,19001,40.969686,-104.705032,524819,4535434
400888689,DR,9/11/2015,18648,40.969605,-104.704962,524825,4535425
400888693,DR,9/11/2015,18454,40.969541,-104.704893,524830,4535418
400888697,DR,9/11/2015,18368,40.969478,-104.704823,524836,4535411
400888709,DR,12/7/2015,12328,40.011917,-104.801886,516908,4429099
400888849,DR,12/7/2015,12558,40.011917,-104.801939,516903,4429099
400888889,DR,12/4/2015,17679,40.011917,-104.801992,516899,4429099
400888919,DR,12/4/2015,17595,40.011917,-104.802044,516895,4429099
400889032,DR,1/8/2016,12927,40.073798,-104.789027,517989,4435969
400889062,DR,12/4/2015,17831,40.011917,-104.802100,516890,4429099
400889181,DR,9/14/2015,9430,40.669054,-106.126353,404799,4502630
400889194,DR,12/4/2015,17867,40.011917,-104.802206,516881,4429099
400889212,DR,12/4/2015,17673,40.011917,-104.802153,516885,4429099
400889255,DR,12/4/2015,17752,40.011917,-104.802314,516871,4429099
400889285,DR,12/4/2015,17973,40.011917,-104.802367,516867,4429099
400889300,DR,12/4/2015,17744,40.011917,-104.802419,516863,4429099
400889342,DR,12/4/2015,17876,40.011917,-104.802475,516858,4429099
400893756,DR,10/27/2015,11023,40.733230,-103.972070,586799,4509652
400893757,DR,10/27/2015,10974,40.733330,-103.972070,586799,4509663
400893758,DR,10/27/2015,11122,40.733430,-103.972070,586799,4509674
400893760,DR,10/27/2015,11044,40.731240,-103.972040,586804,4509431
400893761,DR,10/27/2015,10988,40.731340,-103.972040,586804,4509442
400900958,DR,12/21/2015,15935,40.759080,-103.949080,588706,4512544
400900994,DR,12/21/2015,15957,40.759150,-103.951120,588533,4512550
400901249,DR,12/21/2015,15937,40.759080,-103.948950,588717,4512545
400901261,DR,12/21/2015,16070,40.759080,-103.948810,588729,4512545
400908895,DR,10/8/2015,15863,40.302250,-104.356339,554700,4461504
400908896,DR,10/8/2015,15923,40.302289,-104.356336,554700,4461508
400909196,RC,11/5/2015,5433,40.227954,-103.549317,623419,4454068
400911008,DR,10/9/2015,16059,40.288319,-104.337583,556305,4459969
400911013,DR,10/9/2015,15995,40.288239,-104.337583,556305,4459960
400911017,DR,10/9/2015,16186,40.288156,-104.337583,556306,4459951
400911036,DR,10/9/2015,16096,40.288114,-104.337583,556306,4459946
400911037,DR,10/9/2015,16139,40.288197,-104.337583,556305,4459956
400911135,DR,10/9/2015,16139,40.284917,-104.337594,556307,4459591
400911136,DR,10/9/2015,16036,40.284833,-104.337594,556307,4459582
400911137,DR,10/9/2015,16106,40.284753,-104.337594,556307,4459573
400911140,DR,10/9/2015,16032,40.284669,-104.337594,556307,4459564
400911141,DR,10/9/2015,16222,40.284586,-104.337594,556308,4459555
400911142,DR,10/9/2015,16108,40.284711,-104.337594,556307,4459569
400911143,DR,10/9/2015,16199,40.284875,-104.337594,556307,4459587
400911144,DR,10/9/2015,16286,40.284794,-104.337594,556307,4459578
400911145,DR,10/9/2015,16125,40.284547,-104.337594,556308,4459550
400911147,DR,10/9/2015,16167,40.284628,-104.337594,556308,4459559
400911975,DR,10/9/2015,16098,40.280225,-104.337611,556310,4459071
400911976,DR,10/9/2015,16156,40.280306,-104.337608,556310,4459080
400911977,DR,10/9/2015,16112,40.280386,-104.337608,556310,4459089
400911978,DR,10/9/2015,16289,40.280469,-104.337608,556310,4459098
400911979,DR,10/9/2015,16214,40.280553,-104.337608,556310,4459107
400911980,DR,10/9/2015,16216,40.280264,-104.337611,556310,4459075
400911981,DR,10/9/2015,16027,40.280347,-104.337608,556310,4459084
400911982,DR,10/9/2015,16112,40.280431,-104.337608,556310,4459094
400911983,DR,10/9/2015,16059,40.280511,-104.337608,556310,4459102
400911984,DR,10/9/2015,16193,40.280594,-104.337608,556310,4459112
400912637,DR,10/9/2015,16168,40.277164,-104.337619,556312,4458731
400912639,DR,10/9/2015,16178,40.277122,-104.337619,556312,4458726
400912643,DR,10/9/2015,16052,40.277081,-104.337619,556312,4458722
400912645,DR,10/9/2015,16260,40.277039,-104.337619,556312,4458717
400912649,DR,10/9/2015,16109,40.276997,-104.337619,556312,4458712
400912652,DR,10/9/2015,16092,40.276958,-104.337622,556312,4458708
400912823,DR,10/7/2015,16360,39.090189,-107.471467,286250,4329693
400916986,DR,12/10/2015,14304,40.555772,-107.574478,282024,4492631
400917149,DR,10/14/2015,16136,40.267458,-104.337636,556318,4457654
